     FECHATMAX TMIN  NOMBRE                    
  14112024 35.6  15.5LABOULAYE AERO            
  14112024 30.5  14.8LAS FLORES                
  14112024   35  16.3LAS LOMITAS               
  14112024 30.1  10.4MALARGUE AERO             
  14112024 26.5   9.2MAQUINCHAO                
  14112024 29.5  13.3MAR DEL PLATA AERO        
  14112024 34.5  13.6MARCOS JUAREZ AERO        
  14112024NA       15MARIANO MORENO AERO       
  14112024   34  20.4MENDOZA AERO              
  14112024NA     18.9MENDOZA OBSERVATORIO      
  14112024 29.8  15.4MERCEDES AERO (CTES)      
  14112024   30    15MERLO AERO                
  14112024 29.5  14.5METAN                     
  14112024NA     15.5MONTE CASEROS AERO        
  14112024 30.2  15.8MORON AERO                
  14112024 34.7    15NEUQUEN AERO              
  14112024 32.8  12.4NUEVE DE JULIO            
  14112024   31    18OBERA                     
  14112024 28.9  11.1OLAVARRIA AERO            
  14112024   32  15.9ORAN AERO                 
  14112024NA     15.8PARANA AERO               
  14112024 25.7  12.3PASO DE INDIOS            
  14112024   30    15PASO DE LOS LIBRES AERO   
  14112024 33.2  14.6PEHUAJO AERO              
  14112024 20.5   6.5PERITO MORENO AERO        
  14112024 31.1  11.6PIGUE AERO                
  14112024 35.6  16.8PILAR OBSERVATORIO        
  14112024 30.2  16.5POSADAS AERO              
        NANA     NA  NA                        
  14112024 18.8   5.6PUERTO DESEADO AERO       
  14112024 28.2  14.8PUERTO MADRYN AERO        
  14112024 27.2    14PUNTA INDIO B.A.          
  14112024 33.5    16RAFAELA AERO              
  14112024 31.6  18.7RECONQUISTA AERO          
  14112024 31.4  14.2RESISTENCIA AERO          
  14112024NA     15.7RIO CUARTO AERO           
  14112024 17.1   3.2RIO GALLEGOS AERO         
  14112024 16.6   3.5RIO GRANDE B.A.           
  14112024 36.5  17.3RIVADAVIA                 
  14112024 32.2  14.7ROSARIO AERO              
  14112024   28     9SALTA AERO                
  14112024NA       15SAN ANTONIO OESTE AERO    
  14112024 29.8  12.3SAN FERNANDO AERO         
  14112024 36.5    16SAN JUAN AERO             
  14112024 22.2   4.9SAN JULIAN AERO           
  14112024   36  21.4SAN LUIS AERO             
  14112024 35.5  17.7SAN MARTIN (MZA)          
  14112024 34.6  15.1SAN RAFAEL AERO           
  14112024 20.3   3.9SANTA CRUZ AERO           
  14112024 34.3  15.7SANTA ROSA AERO           
  14112024NA     15.2SANTA ROSA DE CONLARA AE  
  14112024 36.7  18.8SANTIAGO DEL ESTERO AERO  
  14112024   33    17SAUCE VIEJO AERO          
  14112024 33.7  16.2SUNCHALES AERO            
  14112024 29.2   8.3TANDIL AERO               
  14112024NA       14TARTAGAL AERO             
  14112024 36.5    15TERMAS DE RIO HONDO AERO  
  14112024   36  15.5TINOGASTA                 
  14112024 30.4  12.4TRELEW AERO               
  14112024 34.2    15TRENQUE LAUQUEN           
  14112024   32    11TRES ARROYOS              
  14112024 34.2    20TUCUMAN AERO              
  14112024NA      3.1USHUAIA AERO              
  14112024 29.5  13.9USPALLATA                 
  14112024 34.2  12.5VENADO TUERTO AERO        
  14112024 34.8  14.5VICTORICA                 
  14112024NA     13.2VIEDMA AERO               
  14112024 35.5  13.1VILLA DE MARIA DEL RIO S  
  14112024 36.1  19.4VILLA DOLORES AERO        
  14112024   29  13.8VILLA GESELL AERO         
  14112024   37  10.8VILLA REYNOLDS AERO       
  13112024   24  16.3AEROPARQUE AERO           
  13112024 26.1   6.6AZUL AERO                 
  13112024 30.3  10.6BAHIA BLANCA AERO         
  13112024 20.7   1.6BARILOCHE AERO            
  13112024   -4 ###  BASE BELGRANO II          
  13112024  3.3  -0.7BASE CARLINI (EX JUBANY)  
  13112024  4.1   0.2BASE ESPERANZA            
  13112024  2.3  -0.5BASE MARAMBIO             
  13112024  0.7  -2.5BASE ORCADAS              
  13112024  0.9  -2.6BASE SAN MARTIN           
  13112024   26   6.5BENITO JUAREZ             
  13112024 23.2     9BERNARDO DE IRIGOYEN AER  
  13112024 27.1   9.5BOLIVAR AERO              
  13112024 27.1  13.5BUENOS AIRES OBSERVATORI  
  13112024 27.4   9.8CAMPO DE MAYO AERO        
  13112024   37  18.4CATAMARCA AERO            
  13112024NA     13.3CERES AERO                
  13112024NA     13.5CHAMICAL AERO             
  13112024 24.5   6.5CHAPELCO AERO             
  13112024   35    16CHEPES                    
  13112024 35.5  15.3CHILECITO AERO            
  13112024 27.9  14.8COMODORO RIVADAVIA AERO   
  13112024 28.7  12.3CONCORDIA AERO            
  13112024 32.4  11.1CORDOBA AERO              
  13112024 34.5  15.6CORDOBA OBSERVATORIO      
  13112024 27.6   7.9CORONEL SUAREZ AERO       
  13112024   29    12CORRIENTES AERO           
  13112024NA        9DOLORES AERO              
  13112024 22.2   3.3EL BOLSON AERO            
  13112024 16.9  NA  EL CALAFATE AERO          
  13112024   27     8EL PALOMAR AERO           
  13112024NA     12.5ESCUELA DE AVIACION MILI  
  13112024   19     5ESQUEL AERO               
  13112024 26.6   9.7EZEIZA AERO               
  13112024 29.4  11.3FORMOSA AERO              
  13112024 31.5    12GENERAL PICO AERO         
  13112024   20    11GOBERNADOR GREGORES AERO  
  13112024 28.2  11.5GUALEGUAYCHU AERO         
  13112024 26.3  10.4IGUAZU AERO               
  13112024   29  11.5ITUZAINGO                 
  13112024   33   9.5JACHAL                    
  13112024 28.8  11.2JUJUY AERO                
  13112024 26.5    10JUJUY U N                 
  13112024 28.6    11JUNIN AERO                
  13112024 25.4   8.3LA PLATA AERO             
  13112024 22.5   5.7LA QUIACA OBSERVATORIO    
  13112024 36.5    15LA RIOJA AERO             
  13112024 32.8  10.1LABOULAYE AERO            
  13112024 26.5     6LAS FLORES                
  13112024 33.6  12.8LAS LOMITAS               
  13112024 30.3     8MALARGUE AERO             
  13112024 25.4   6.2MAQUINCHAO                
  13112024 22.2   7.6MAR DEL PLATA AERO        
  13112024   32  10.4MARCOS JUAREZ AERO        
  13112024NA     10.5MARIANO MORENO AERO       
  13112024   34    18MENDOZA AERO              
  13112024NA     15.8MENDOZA OBSERVATORIO      
  13112024   29  11.4MERCEDES AERO (CTES)      
  13112024 27.2  11.2MERLO AERO                
  13112024 28.5    13METAN                     
  13112024NA     13.3MONTE CASEROS AERO        
  13112024 27.7  11.8MORON AERO                
  13112024 31.8    12NEUQUEN AERO              
  13112024 28.3  10.4NUEVE DE JULIO            
  13112024   28    12OBERA                     
  13112024 26.8   7.6OLAVARRIA AERO            
  13112024   31  13.5ORAN AERO                 
  13112024NA     14.3PARANA AERO               
  13112024   25  10.2PASO DE INDIOS            
  13112024 28.9  10.6PASO DE LOS LIBRES AERO   
  13112024 28.9  11.4PEHUAJO AERO              
  13112024 20.5  10.6PERITO MORENO AERO        
  13112024 27.2   9.8PIGUE AERO                
  13112024 33.4  12.7PILAR OBSERVATORIO        
  13112024 28.3  13.1POSADAS AERO              
        NANA     NA  NA                        
  13112024   20   9.8PUERTO DESEADO AERO       
  13112024   29    13PUERTO MADRYN AERO        
  13112024   25    12PUNTA INDIO B.A.          
  13112024 32.5    15RAFAELA AERO              
  13112024   32  13.4RECONQUISTA AERO          
  13112024 30.8  10.5RESISTENCIA AERO          
  13112024NA     11.3RIO CUARTO AERO           
  13112024 17.4   6.6RIO GALLEGOS AERO         
  13112024   15   7.2RIO GRANDE B.A.           
  13112024   34  13.8RIVADAVIA                 
  13112024 30.1  10.6ROSARIO AERO              
  13112024   27    10SALTA AERO                
  13112024NA      8.4SAN ANTONIO OESTE AERO    
  13112024 26.3  10.5SAN FERNANDO AERO         
  13112024 35.5  14.5SAN JUAN AERO             
  13112024 18.3   9.6SAN JULIAN AERO           
  13112024   34    15SAN LUIS AERO             
  13112024 34.4  15.1SAN MARTIN (MZA)          
  13112024 31.9  11.1SAN RAFAEL AERO           
  13112024   17   7.2SANTA CRUZ AERO           
  13112024 30.5  10.3SANTA ROSA AERO           
  13112024NA      8.6SANTA ROSA DE CONLARA AE  
  13112024 35.2  14.2SANTIAGO DEL ESTERO AERO  
  13112024   30  12.4SAUCE VIEJO AERO          
  13112024 33.6  15.5SUNCHALES AERO            
  13112024 26.5   6.8TANDIL AERO               
  13112024NA     11.1TARTAGAL AERO             
  13112024 35.2    12TERMAS DE RIO HONDO AERO  
  13112024   34  13.5TINOGASTA                 
  13112024 29.2  14.1TRELEW AERO               
  13112024 32.1    13TRENQUE LAUQUEN           
  13112024 28.5   8.6TRES ARROYOS              
  13112024 32.7  15.7TUCUMAN AERO              
  13112024NA      6.9USHUAIA AERO              
  13112024 29.5  12.7USPALLATA                 
  13112024 30.5  10.5VENADO TUERTO AERO        
  13112024 31.5  10.2VICTORICA                 
  13112024NA     11.8VIEDMA AERO               
  13112024   35  16.3VILLA DE MARIA DEL RIO S  
  13112024 34.2  15.6VILLA DOLORES AERO        
  13112024 22.4   6.3VILLA GESELL AERO         
  13112024   33   8.3VILLA REYNOLDS AERO       
  12112024 24.8  11.2AEROPARQUE AERO           
  12112024 23.5   4.5AZUL AERO                 
  12112024 25.2   6.3BAHIA BLANCA AERO         
  12112024 14.7   6.2BARILOCHE AERO            
  12112024 -5.5 ###  BASE BELGRANO II          
  12112024  3.8  -0.1BASE CARLINI (EX JUBANY)  
  12112024  2.3    -2BASE ESPERANZA            
  12112024    2  -2.5BASE MARAMBIO             
  12112024  1.3  -2.6BASE ORCADAS              
  12112024  3.4  -2.3BASE SAN MARTIN           
  12112024 21.4   3.3BENITO JUAREZ             
  12112024 21.2  12.5BERNARDO DE IRIGOYEN AER  
  12112024 23.9   8.8BOLIVAR AERO              
  12112024 25.3  10.9BUENOS AIRES OBSERVATORI  
  12112024 24.7   7.5CAMPO DE MAYO AERO        
  12112024   32  16.9CATAMARCA AERO            
  12112024NA      9.5CERES AERO                
  12112024NA     11.7CHAMICAL AERO             
  12112024 18.7   6.9CHAPELCO AERO             
  12112024 32.5    13CHEPES                    
  12112024 31.5    14CHILECITO AERO            
  12112024 24.5  12.4COMODORO RIVADAVIA AERO   
  12112024 22.9   8.8CONCORDIA AERO            
  12112024 29.3   7.2CORDOBA AERO              
  12112024   31    12CORDOBA OBSERVATORIO      
  12112024 22.5   6.3CORONEL SUAREZ AERO       
  12112024 25.5  15.5CORRIENTES AERO           
  12112024NA      5.1DOLORES AERO              
  12112024 19.1   5.1EL BOLSON AERO            
  12112024 20.9  NA  EL CALAFATE AERO          
  12112024 24.6     7EL PALOMAR AERO           
  12112024NA      7.6ESCUELA DE AVIACION MILI  
  12112024 12.6     7ESQUEL AERO               
  12112024 24.3   6.5EZEIZA AERO               
  12112024 26.5  16.3FORMOSA AERO              
  12112024   26   9.4GENERAL PICO AERO         
  12112024 18.5     9GOBERNADOR GREGORES AERO  
  12112024 25.4   8.1GUALEGUAYCHU AERO         
  12112024 27.5    14IGUAZU AERO               
  12112024   25    15ITUZAINGO                 
  12112024   29   7.5JACHAL                    
  12112024 26.6  13.3JUJUY AERO                
  12112024 24.7  10.4JUJUY U N                 
  12112024 25.7   5.5JUNIN AERO                
  12112024 23.2   6.5LA PLATA AERO             
  12112024 22.5   9.7LA QUIACA OBSERVATORIO    
  12112024   33    12LA RIOJA AERO             
  12112024 28.2    10LABOULAYE AERO            
  12112024 23.5   6.3LAS FLORES                
  12112024 28.2  14.8LAS LOMITAS               
  12112024 28.8     6MALARGUE AERO             
  12112024 23.5     5MAQUINCHAO                
  12112024 22.4   4.2MAR DEL PLATA AERO        
  12112024 29.6   7.3MARCOS JUAREZ AERO        
  12112024NA      7.4MARIANO MORENO AERO       
  12112024   31  14.5MENDOZA AERO              
  12112024NA     11.2MENDOZA OBSERVATORIO      
  12112024 24.6   9.4MERCEDES AERO (CTES)      
  12112024 24.5   8.2MERLO AERO                
  12112024 25.5    13METAN                     
  12112024NA     10.8MONTE CASEROS AERO        
  12112024 24.7     8MORON AERO                
  12112024 28.8  11.7NEUQUEN AERO              
  12112024 25.3   7.9NUEVE DE JULIO            
  12112024   25  14.8OBERA                     
  12112024 23.7   4.1OLAVARRIA AERO            
  12112024 26.4  17.7ORAN AERO                 
  12112024NA     10.8PARANA AERO               
  12112024 18.3   8.6PASO DE INDIOS            
  12112024   24  11.4PASO DE LOS LIBRES AERO   
  12112024 24.6   8.2PEHUAJO AERO              
  12112024 19.4   9.5PERITO MORENO AERO        
  12112024   22   6.6PIGUE AERO                
  12112024   30     9PILAR OBSERVATORIO        
  12112024   25  16.1POSADAS AERO              
        NANA     NA  NA                        
  12112024   20     8PUERTO DESEADO AERO       
  12112024 25.6  11.2PUERTO MADRYN AERO        
  12112024 21.8     8PUNTA INDIO B.A.          
  12112024   27  11.1RAFAELA AERO              
  12112024 26.5  10.8RECONQUISTA AERO          
  12112024 26.5  14.9RESISTENCIA AERO          
  12112024NA      8.8RIO CUARTO AERO           
  12112024   19   8.4RIO GALLEGOS AERO         
  12112024 16.7   6.6RIO GRANDE B.A.           
  12112024 30.5  16.3RIVADAVIA                 
  12112024 27.6   5.6ROSARIO AERO              
  12112024 24.7  11.8SALTA AERO                
  12112024NA      6.2SAN ANTONIO OESTE AERO    
  12112024 24.6   7.5SAN FERNANDO AERO         
  12112024 31.9  11.5SAN JUAN AERO             
  12112024   23  10.9SAN JULIAN AERO           
  12112024 30.4  12.4SAN LUIS AERO             
  12112024 31.2  12.1SAN MARTIN (MZA)          
  12112024 29.7  10.1SAN RAFAEL AERO           
  12112024 22.2   8.2SANTA CRUZ AERO           
  12112024 25.5  10.7SANTA ROSA AERO           
  12112024NA     10.8SANTA ROSA DE CONLARA AE  
  12112024 31.2  11.4SANTIAGO DEL ESTERO AERO  
  12112024 26.3     8SAUCE VIEJO AERO          
  12112024 28.6   9.3SUNCHALES AERO            
  12112024 23.1   3.5TANDIL AERO               
  12112024NA     12.6TARTAGAL AERO             
  12112024   31    10TERMAS DE RIO HONDO AERO  
  12112024   32    10TINOGASTA                 
  12112024 25.5  12.3TRELEW AERO               
  12112024   26    10TRENQUE LAUQUEN           
  12112024 22.8   6.6TRES ARROYOS              
  12112024 29.2    12TUCUMAN AERO              
  12112024NA      6.8USHUAIA AERO              
  12112024 28.8  12.9USPALLATA                 
  12112024 27.5   7.7VENADO TUERTO AERO        
  12112024 26.4   9.3VICTORICA                 
  12112024NA      9.6VIEDMA AERO               
  12112024 31.5  10.3VILLA DE MARIA DEL RIO S  
  12112024 28.5    11VILLA DOLORES AERO        
  12112024   22   4.3VILLA GESELL AERO         
  12112024 29.2   3.1VILLA REYNOLDS AERO       
  11112024 23.9  14.5AEROPARQUE AERO           
  11112024 17.6   9.3AZUL AERO                 
  11112024 19.6   7.3BAHIA BLANCA AERO         
  11112024  9.7   1.1BARILOCHE AERO            
  11112024 -6.7   -15BASE BELGRANO II          
  11112024  2.5  -3.1BASE CARLINI (EX JUBANY)  
  11112024  2.4    -3BASE ESPERANZA            
  11112024  0.3  -5.7BASE MARAMBIO             
  11112024    0  -4.2BASE ORCADAS              
  11112024  2.5  -4.9BASE SAN MARTIN           
  11112024 16.3   5.5BENITO JUAREZ             
  11112024 30.5  20.2BERNARDO DE IRIGOYEN AER  
  11112024 18.3   7.5BOLIVAR AERO              
  11112024 24.5  14.7BUENOS AIRES OBSERVATORI  
  11112024 22.5  12.4CAMPO DE MAYO AERO        
  11112024 32.4  16.4CATAMARCA AERO            
  11112024NA     13.6CERES AERO                
  11112024NA       19CHAMICAL AERO             
  11112024   13     3CHAPELCO AERO             
  11112024 28.5  16.5CHEPES                    
  11112024 28.5  20.4CHILECITO AERO            
  11112024 21.3   8.8COMODORO RIVADAVIA AERO   
  11112024 25.1    17CONCORDIA AERO            
  11112024 24.3  12.3CORDOBA AERO              
  11112024 26.6  14.6CORDOBA OBSERVATORIO      
  11112024 18.5   6.7CORONEL SUAREZ AERO       
  11112024 30.8  16.7CORRIENTES AERO           
  11112024NA     10.5DOLORES AERO              
  11112024 14.9   0.3EL BOLSON AERO            
  11112024 16.5  NA  EL CALAFATE AERO          
  11112024 23.2  13.5EL PALOMAR AERO           
  11112024NA     13.8ESCUELA DE AVIACION MILI  
  11112024 10.9   3.8ESQUEL AERO               
  11112024 22.6  12.6EZEIZA AERO               
  11112024 37.5  22.1FORMOSA AERO              
  11112024 22.5   8.4GENERAL PICO AERO         
  11112024   12     9GOBERNADOR GREGORES AERO  
  11112024 26.5    16GUALEGUAYCHU AERO         
  11112024 34.8  19.4IGUAZU AERO               
  11112024   34    20ITUZAINGO                 
  11112024 25.5    14JACHAL                    
  11112024   29  13.7JUJUY AERO                
  11112024 28.4  12.9JUJUY U N                 
