     FECHATMAX TMIN  NOMBRE                    
  10082024NA      1.5MARIANO MORENO AERO       
  10082024 20.3  -0.3MENDOZA AERO              
  10082024NA      2.5MENDOZA OBSERVATORIO      
  10082024 17.9   1.8MERCEDES AERO (CTES)      
  10082024   17   2.1MERLO AERO                
  10082024 23.2   1.8METAN                     
  10082024   18     3MONTE CASEROS AERO        
  10082024 17.2   1.9MORON AERO                
  10082024 17.7     2NEUQUEN AERO              
  10082024 20.2   0.3NUEVE DE JULIO            
  10082024   17     3OBERA                     
  10082024 15.9   0.5OLAVARRIA AERO            
  10082024 26.2   4.4ORAN AERO                 
  10082024 20.6     2PARANA AERO               
  10082024 12.3     5PASO DE INDIOS            
  10082024 18.1   2.5PASO DE LOS LIBRES AERO   
  10082024 19.1   2.6PEHUAJO AERO              
  10082024 11.2   3.8PERITO MORENO AERO        
  10082024 13.6  -0.2PIGUE AERO                
  10082024 25.7    -2PILAR OBSERVATORIO        
  10082024 16.5   4.3POSADAS AERO              
        NANA     NA  NA                        
  10082024 10.1   2.8PUERTO DESEADO AERO       
  10082024 14.5   7.6PUERTO MADRYN AERO        
  10082024   16   1.2PUNTA INDIO B.A.          
  10082024 20.7    -1RAFAELA AERO              
  10082024 19.6   0.3RECONQUISTA AERO          
  10082024 19.7   0.1RESISTENCIA AERO          
  10082024NA      1.2RIO CUARTO AERO           
  10082024  4.6   1.5RIO GALLEGOS AERO         
  10082024  4.4  -0.3RIO GRANDE B.A.           
  10082024   26   5.3RIVADAVIA                 
  10082024 21.1  -2.8ROSARIO AERO              
  10082024 21.8  -3.6SALTA AERO                
  10082024NA      7.1SAN ANTONIO OESTE AERO    
  10082024 16.9   1.5SAN FERNANDO AERO         
  10082024   21  -0.2SAN JUAN AERO             
  10082024  8.9   2.7SAN JULIAN AERO           
  10082024   22   3.7SAN LUIS AERO             
  10082024 19.6   0.8SAN MARTIN (MZA)          
  10082024   22   3.1SAN RAFAEL AERO           
  10082024  8.3   2.9SANTA CRUZ AERO           
  10082024 19.6   3.2SANTA ROSA AERO           
  10082024   22    -7SANTA ROSA DE CONLARA AE  
  10082024 24.3  -2.4SANTIAGO DEL ESTERO AERO  
  10082024 21.9  -2.2SAUCE VIEJO AERO          
  10082024 21.6     0SUNCHALES AERO            
  10082024 15.8   1.6TANDIL AERO               
  10082024NA        2TARTAGAL AERO             
  10082024 21.2  -2.6TERMAS DE RIO HONDO AERO  
  10082024 24.5  -2.5TINOGASTA                 
  10082024   15   7.3TRELEW AERO               
  10082024   18   1.9TRENQUE LAUQUEN           
  10082024 15.5   4.8TRES ARROYOS              
  10082024 24.8   3.5TUCUMAN AERO              
  10082024  3.8     0USHUAIA AERO              
  10082024   21  -2.6USPALLATA                 
  10082024   22  -1.5VENADO TUERTO AERO        
  10082024 20.6   2.5VICTORICA                 
  10082024NA      6.8VIEDMA AERO               
  10082024 23.5  -1.3VILLA DE MARIA DEL RIO S  
  10082024 21.9     3VILLA DOLORES AERO        
  10082024 15.2   2.3VILLA GESELL AERO         
  10082024 25.5  -2.8VILLA REYNOLDS AERO       
   9082024   12   4.3AEROPARQUE AERO           
   9082024 10.8    -2AZUL AERO                 
   9082024 14.7  -0.7BAHIA BLANCA AERO         
   9082024 11.7  -2.7BARILOCHE AERO            
   9082024  -10 ###  BASE BELGRANO II          
   9082024  -12 ###  BASE CARLINI (EX JUBANY)  
   9082024-10.7 ###  BASE ESPERANZA            
   9082024-17.1 ###  BASE MARAMBIO             
   9082024-15.3   -23BASE ORCADAS              
   9082024-19.6 ###  BASE SAN MARTIN           
   9082024 10.8    -3BENITO JUAREZ             
   9082024  9.2   2.9BERNARDO DE IRIGOYEN AER  
   9082024 11.4  -2.5BOLIVAR AERO              
   9082024 12.8   3.7BUENOS AIRES OBSERVATORI  
   9082024 11.5   1.6CAMPO DE MAYO AERO        
   9082024   22     1CATAMARCA AERO            
   9082024NA      1.2CERES AERO                
   9082024NA       -2CHAMICAL AERO             
   9082024   15  -1.2CHAPELCO AERO             
   9082024 19.5    -2CHEPES                    
   9082024 21.6  -2.5CHILECITO AERO            
   9082024   16   8.8COMODORO RIVADAVIA AERO   
   9082024 13.6   6.2CONCORDIA AERO            
   9082024 16.6  -6.3CORDOBA AERO              
   9082024   17  -1.5CORDOBA OBSERVATORIO      
   9082024   12  -4.8CORONEL SUAREZ AERO       
   9082024 16.1   4.3CORRIENTES AERO           
   9082024NA      3.5DOLORES AERO              
   9082024 11.4   0.9EL BOLSON AERO            
   9082024 10.4     2EL CALAFATE AERO          
   9082024 11.2   1.6EL PALOMAR AERO           
   9082024NA     -6.2ESCUELA DE AVIACION MILI  
   9082024 12.2   0.3ESQUEL AERO               
   9082024 10.8   1.4EZEIZA AERO               
   9082024 16.1   4.3FORMOSA AERO              
   9082024 17.5  -4.5GENERAL PICO AERO         
   9082024 13.5     6GOBERNADOR GREGORES AERO  
   9082024 12.3   3.8GUALEGUAYCHU AERO         
   9082024 12.4   5.8IGUAZU AERO               
   9082024 13.5     6ITUZAINGO                 
   9082024   21     2JACHAL                    
   9082024 19.4    -2JUJUY AERO                
   9082024 17.6  -0.6JUJUY U N                 
   9082024 11.4  -0.7JUNIN AERO                
   9082024 11.7   2.5LA PLATA AERO             
   9082024 16.9  -5.4LA QUIACA OBSERVATORIO    
   9082024 22.5   0.8LA RIOJA AERO             
   9082024 16.5    -4LABOULAYE AERO            
   9082024   10   0.9LAS FLORES                
   9082024 18.6   6.8LAS LOMITAS               
   9082024 15.3  -7.4MALARGUE AERO             
   9082024 15.6  -1.2MAQUINCHAO                
   9082024 11.6   4.5MAR DEL PLATA AERO        
   9082024   14  -4.7MARCOS JUAREZ AERO        
   9082024NA        1MARIANO MORENO AERO       
   9082024 15.6  -1.4MENDOZA AERO              
   9082024NA       -2MENDOZA OBSERVATORIO      
   9082024   16   5.4MERCEDES AERO (CTES)      
   9082024 10.7   1.8MERLO AERO                
   9082024 17.6   1.7METAN                     
   9082024 13.6   6.6MONTE CASEROS AERO        
   9082024 11.2     1MORON AERO                
   9082024 17.7  -2.3NEUQUEN AERO              
   9082024 11.5    -1NUEVE DE JULIO            
   9082024 11.8     4OBERA                     
   9082024 10.8  -1.5OLAVARRIA AERO            
   9082024 22.5   9.9ORAN AERO                 
   9082024 11.7   0.4PARANA AERO               
   9082024 15.5   6.4PASO DE INDIOS            
   9082024   13   6.8PASO DE LOS LIBRES AERO   
   9082024 12.6  -1.8PEHUAJO AERO              
   9082024 11.7   5.5PERITO MORENO AERO        
   9082024 12.7  -3.8PIGUE AERO                
   9082024 16.8  -4.6PILAR OBSERVATORIO        
   9082024 11.1   6.5POSADAS AERO              
        NANA     NA  NA                        
   9082024 11.1   2.6PUERTO DESEADO AERO       
   9082024 19.6   2.6PUERTO MADRYN AERO        
   9082024 11.2     5PUNTA INDIO B.A.          
   9082024 13.8    -3RAFAELA AERO              
   9082024 15.5   1.2RECONQUISTA AERO          
   9082024   17     3RESISTENCIA AERO          
   9082024NA     -6.2RIO CUARTO AERO           
   9082024  6.8   0.1RIO GALLEGOS AERO         
   9082024    6     2RIO GRANDE B.A.           
   9082024 21.5   6.8RIVADAVIA                 
   9082024 12.3   0.5ROSARIO AERO              
   9082024   18  -1.5SALTA AERO                
   9082024NA        0SAN ANTONIO OESTE AERO    
   9082024 11.5   3.1SAN FERNANDO AERO         
   9082024   19  -2.4SAN JUAN AERO             
   9082024 11.8   1.3SAN JULIAN AERO           
   9082024 18.5   0.5SAN LUIS AERO             
   9082024 16.2  -1.9SAN MARTIN (MZA)          
   9082024 17.4  -1.8SAN RAFAEL AERO           
   9082024    8   0.9SANTA CRUZ AERO           
   9082024 18.9  -3.8SANTA ROSA AERO           
   9082024 17.3  -9.9SANTA ROSA DE CONLARA AE  
   9082024 19.2    -3SANTIAGO DEL ESTERO AERO  
   9082024 13.1  -1.6SAUCE VIEJO AERO          
   9082024 14.4  -2.3SUNCHALES AERO            
   9082024 11.5  -1.1TANDIL AERO               
   9082024NA        9TARTAGAL AERO             
   9082024 18.9  -2.7TERMAS DE RIO HONDO AERO  
   9082024 20.5    -2TINOGASTA                 
   9082024 19.5   3.3TRELEW AERO               
   9082024 14.5  -2.2TRENQUE LAUQUEN           
   9082024 13.1  -0.4TRES ARROYOS              
   9082024 20.8     3TUCUMAN AERO              
   9082024  6.4   1.2USHUAIA AERO              
   9082024   14  -6.9USPALLATA                 
   9082024 13.5  -5.5VENADO TUERTO AERO        
   9082024 18.2  -5.5VICTORICA                 
   9082024NA      1.1VIEDMA AERO               
   9082024 17.2  -5.9VILLA DE MARIA DEL RIO S  
   9082024 17.8  -3.4VILLA DOLORES AERO        
   9082024 11.6   4.3VILLA GESELL AERO         
   9082024   20  -8.4VILLA REYNOLDS AERO       
   8082024   11   5.1AEROPARQUE AERO           
   8082024  8.6   4.2AZUL AERO                 
   8082024  9.2   3.6BAHIA BLANCA AERO         
   8082024  9.3  -6.1BARILOCHE AERO            
   8082024 -6.7 ###  BASE BELGRANO II          
   8082024   -8 ###  BASE CARLINI (EX JUBANY)  
   8082024-11.2 ###  BASE ESPERANZA            
   8082024-18.8 ###  BASE MARAMBIO             
   8082024-19.3 ###  BASE ORCADAS              
   8082024-20.1 ###  BASE SAN MARTIN           
   8082024  6.8   3.8BENITO JUAREZ             
   8082024 14.6   7.7BERNARDO DE IRIGOYEN AER  
   8082024    9   4.3BOLIVAR AERO              
   8082024 10.5   5.4BUENOS AIRES OBSERVATORI  
   8082024  9.2     5CAMPO DE MAYO AERO        
   8082024   16   5.9CATAMARCA AERO            
   8082024NA        3CERES AERO                
   8082024NA        3CHAMICAL AERO             
   8082024 11.1  -5.6CHAPELCO AERO             
   8082024 11.5   0.5CHEPES                    
   8082024 13.2   4.7CHILECITO AERO            
   8082024 11.6   1.9COMODORO RIVADAVIA AERO   
   8082024 11.4     6CONCORDIA AERO            
   8082024   14  -1.9CORDOBA AERO              
   8082024 15.2   2.4CORDOBA OBSERVATORIO      
   8082024  8.4   0.3CORONEL SUAREZ AERO       
   8082024 16.2   7.2CORRIENTES AERO           
   8082024NA      6.6DOLORES AERO              
   8082024  9.5  -3.4EL BOLSON AERO            
   8082024 11.4    -3EL CALAFATE AERO          
   8082024 10.2     5EL PALOMAR AERO           
   8082024NA       -3ESCUELA DE AVIACION MILI  
   8082024  8.3    -5ESQUEL AERO               
   8082024 10.5   4.6EZEIZA AERO               
   8082024 18.5    10FORMOSA AERO              
   8082024  6.4     2GENERAL PICO AERO         
   8082024   11   0.5GOBERNADOR GREGORES AERO  
   8082024  9.5     5GUALEGUAYCHU AERO         
   8082024 17.2  10.3IGUAZU AERO               
   8082024   17    10ITUZAINGO                 
   8082024 10.5  -0.2JACHAL                    
   8082024   12   7.8JUJUY AERO                
   8082024    9   5.2JUJUY U N                 
   8082024  8.7     4JUNIN AERO                
   8082024  9.9   5.9LA PLATA AERO             
   8082024 15.5  -2.1LA QUIACA OBSERVATORIO    
   8082024 15.6   7.8LA RIOJA AERO             
   8082024  8.6   0.9LABOULAYE AERO            
   8082024  9.5   6.9LAS FLORES                
   8082024 18.9   9.8LAS LOMITAS               
   8082024  7.6  -9.2MALARGUE AERO             
   8082024 10.2  -7.2MAQUINCHAO                
   8082024  9.7   6.2MAR DEL PLATA AERO        
   8082024 10.1   2.9MARCOS JUAREZ AERO        
   8082024NA      4.2MARIANO MORENO AERO       
   8082024 11.2   2.1MENDOZA AERO              
   8082024NA        2MENDOZA OBSERVATORIO      
   8082024 12.8   6.2MERCEDES AERO (CTES)      
   8082024 10.2   4.8MERLO AERO                
   8082024 10.6     4METAN                     
   8082024   12   6.3MONTE CASEROS AERO        
   8082024   10   4.3MORON AERO                
   8082024 12.8  -3.6NEUQUEN AERO              
   8082024  8.4   4.6NUEVE DE JULIO            
   8082024 20.8   9.8OBERA                     
   8082024  8.6     4OLAVARRIA AERO            
   8082024 16.4  12.7ORAN AERO                 
   8082024 10.7   5.2PARANA AERO               
   8082024   11  -0.1PASO DE INDIOS            
   8082024 13.4   7.2PASO DE LOS LIBRES AERO   
   8082024  9.6   3.8PEHUAJO AERO              
   8082024  9.9  -3.6PERITO MORENO AERO        
   8082024  6.1   0.2PIGUE AERO                
   8082024 13.7     3PILAR OBSERVATORIO        
   8082024   18  10.8POSADAS AERO              
        NANA     NA  NA                        
   8082024  7.5    -1PUERTO DESEADO AERO       
   8082024   13    -4PUERTO MADRYN AERO        
   8082024 11.5     6PUNTA INDIO B.A.          
   8082024 12.7     4RAFAELA AERO              
   8082024   15   4.8RECONQUISTA AERO          
   8082024 17.2   6.6RESISTENCIA AERO          
   8082024NA      2.6RIO CUARTO AERO           
   8082024  6.8  -0.8RIO GALLEGOS AERO         
   8082024  5.5  -0.4RIO GRANDE B.A.           
   8082024   20  11.8RIVADAVIA                 
   8082024   10   4.6ROSARIO AERO              
   8082024  8.5   3.8SALTA AERO                
   8082024NA       -3SAN ANTONIO OESTE AERO    
   8082024   10     5SAN FERNANDO AERO         
   8082024 12.3  -0.4SAN JUAN AERO             
   8082024 11.2   0.4SAN JULIAN AERO           
   8082024  9.3   0.9SAN LUIS AERO             
   8082024 11.4   0.2SAN MARTIN (MZA)          
   8082024 10.5  -2.4SAN RAFAEL AERO           
   8082024  8.5  -1.8SANTA CRUZ AERO           
   8082024  6.5   1.8SANTA ROSA AERO           
   8082024   11  -0.9SANTA ROSA DE CONLARA AE  
   8082024 18.6   9.1SANTIAGO DEL ESTERO AERO  
   8082024 10.4   5.4SAUCE VIEJO AERO          
   8082024 12.2   3.3SUNCHALES AERO            
   8082024  8.5   4.3TANDIL AERO               
   8082024NA     12.5TARTAGAL AERO             
   8082024 17.4   7.2TERMAS DE RIO HONDO AERO  
   8082024 12.5   3.5TINOGASTA                 
   8082024 13.6  -4.2TRELEW AERO               
   8082024    8   3.5TRENQUE LAUQUEN           
   8082024  8.7   5.1TRES ARROYOS              
   8082024 16.3   8.6TUCUMAN AERO              
   8082024    6     1USHUAIA AERO              
   8082024    8  -9.9USPALLATA                 
   8082024  9.5   3.5VENADO TUERTO AERO        
   8082024  8.7   0.3VICTORICA                 
   8082024NA      2.8VIEDMA AERO               
   8082024 15.5  -3.1VILLA DE MARIA DEL RIO S  
   8082024 12.4    -2VILLA DOLORES AERO        
   8082024  9.7   8.2VILLA GESELL AERO         
   8082024 11.2   1.1VILLA REYNOLDS AERO       
   7082024 16.1   8.9AEROPARQUE AERO           
   7082024 13.2   6.5AZUL AERO                 
   7082024 11.7     6BAHIA BLANCA AERO         
   7082024  8.6  -1.9BARILOCHE AERO            
   7082024 -8.3 ###  BASE BELGRANO II          
   7082024 -6.5 ###  BASE CARLINI (EX JUBANY)  
   7082024-14.2 ###  BASE ESPERANZA            
   7082024-19.2 ###  BASE MARAMBIO             
   7082024  -19 ###  BASE ORCADAS              
   7082024-19.1 ###  BASE SAN MARTIN           
   7082024 10.7   6.5BENITO JUAREZ             
   7082024 23.1  14.2BERNARDO DE IRIGOYEN AER  
   7082024 12.7   2.5BOLIVAR AERO              
   7082024 15.8   8.9BUENOS AIRES OBSERVATORI  
   7082024 15.2     7CAMPO DE MAYO AERO        
   7082024 16.5   9.9CATAMARCA AERO            
   7082024NA      8.2CERES AERO                
   7082024NA        8CHAMICAL AERO             
   7082024  8.9  -1.4CHAPELCO AERO             
   7082024   12     5CHEPES                    
   7082024 11.5   5.6CHILECITO AERO            
   7082024  9.1   0.3COMODORO RIVADAVIA AERO   
   7082024 17.4  11.4CONCORDIA AERO            
   7082024 15.2   4.2CORDOBA AERO              
   7082024 16.2     5CORDOBA OBSERVATORIO      
   7082024 10.3   3.1CORONEL SUAREZ AERO       
   7082024 20.7  13.2CORRIENTES AERO           
   7082024NA      8.6DOLORES AERO              
   7082024 11.2   1.2EL BOLSON AERO            
   7082024  0.9    -4EL CALAFATE AERO          
   7082024 15.5   6.5EL PALOMAR AERO           
   7082024NA        2ESCUELA DE AVIACION MILI  
   7082024  7.3    -1ESQUEL AERO               
   7082024   15   5.6EZEIZA AERO               
   7082024 24.4  13.5FORMOSA AERO              
   7082024 11.2   1.2GENERAL PICO AERO         
   7082024  7.2    -5GOBERNADOR GREGORES AERO  
   7082024 15.2   8.7GUALEGUAYCHU AERO         
   7082024 23.2    17IGUAZU AERO               
   7082024 25.6  14.4ITUZAINGO                 
   7082024  7.8   1.6JACHAL                    
   7082024 22.5  10.2JUJUY AERO                
   7082024 19.4     7JUJUY U N                 
   7082024 14.6   3.4JUNIN AERO                
   7082024 15.4   8.1LA PLATA AERO             
   7082024 14.5  -1.7LA QUIACA OBSERVATORIO    
   7082024 15.4   9.9LA RIOJA AERO             
   7082024 14.8   2.5LABOULAYE AERO            
   7082024   14   7.2LAS FLORES                
   7082024 28.2  13.8LAS LOMITAS               
   7082024  8.2    -6MALARGUE AERO             
   7082024    7  -0.8MAQUINCHAO                
   7082024 12.1   7.7MAR DEL PLATA AERO        
   7082024   15     1MARCOS JUAREZ AERO        
   7082024NA        6MARIANO MORENO AERO       
   7082024  9.7   5.7MENDOZA AERO              
   7082024NA      3.4MENDOZA OBSERVATORIO      
   7082024 17.6  11.2MERCEDES AERO (CTES)      
   7082024 14.9   6.8MERLO AERO                
   7082024 20.6   7.4METAN                     
   7082024 18.3    12MONTE CASEROS AERO        
   7082024 15.2   6.8MORON AERO                
   7082024 10.1   5.1NEUQUEN AERO              
   7082024   13   4.3NUEVE DE JULIO            
   7082024   23    13OBERA                     
   7082024 12.9   6.2OLAVARRIA AERO            
   7082024 22.9  16.3ORAN AERO                 
   7082024 15.9   7.6PARANA AERO               
   7082024  7.5   1.8PASO DE INDIOS            
   7082024 19.5  12.3PASO DE LOS LIBRES AERO   
   7082024 11.8   4.5PEHUAJO AERO              
   7082024  2.6  -3.8PERITO MORENO AERO        
   7082024  8.8   4.1PIGUE AERO                
   7082024 16.8   3.5PILAR OBSERVATORIO        
   7082024 24.8    16POSADAS AERO              
        NANA     NA  NA                        
   7082024  6.5  -1.2PUERTO DESEADO AERO       
   7082024  6.1   1.8PUERTO MADRYN AERO        
   7082024 16.2     8PUNTA INDIO B.A.          
   7082024 17.5     7RAFAELA AERO              
   7082024 17.1   8.8RECONQUISTA AERO          
   7082024 21.4  12.4RESISTENCIA AERO          
   7082024NA      3.2RIO CUARTO AERO           
   7082024  2.5  -7.6RIO GALLEGOS AERO         
   7082024  2.6  -6.2RIO GRANDE B.A.           
   7082024 27.5  16.3RIVADAVIA                 
   7082024 16.9   4.6ROSARIO AERO              
   7082024 19.8   7.7SALTA AERO                
   7082024NA      5.2SAN ANTONIO OESTE AERO    
   7082024 15.4   7.9SAN FERNANDO AERO         
   7082024 12.2     6SAN JUAN AERO             
   7082024  7.3  -1.3SAN JULIAN AERO           
   7082024 10.5   3.5SAN LUIS AERO             
   7082024 11.6   5.7SAN MARTIN (MZA)          
   7082024 12.5   4.5SAN RAFAEL AERO           
   7082024    3  -3.8SANTA CRUZ AERO           
   7082024 10.8   2.2SANTA ROSA AERO           
   7082024   12  -0.9SANTA ROSA DE CONLARA AE  
   7082024 20.2  11.8SANTIAGO DEL ESTERO AERO  
   7082024 17.8   7.3SAUCE VIEJO AERO          
   7082024 16.6   7.2SUNCHALES AERO            
   7082024 12.5   3.1TANDIL AERO               
   7082024NA     16.3TARTAGAL AERO             
   7082024 19.7    12TERMAS DE RIO HONDO AERO  
   7082024 13.2     3TINOGASTA                 
   7082024  6.8  -0.8TRELEW AERO               
   7082024 11.3   3.4TRENQUE LAUQUEN           
   7082024 10.4     6TRES ARROYOS              
   7082024 17.9   8.6TUCUMAN AERO              
   7082024  2.1  -3.2USHUAIA AERO              
   7082024  6.5  -2.1USPALLATA                 
   7082024   16  -0.2VENADO TUERTO AERO        
   7082024  7.8  -0.5VICTORICA                 
   7082024NA      4.4VIEDMA AERO               
   7082024   19   7.9VILLA DE MARIA DEL RIO S  
   7082024 13.3   1.4VILLA DOLORES AERO        
   7082024 12.9   8.4VILLA GESELL AERO         
   7082024   13  -1.6VILLA REYNOLDS AERO       
   6082024   18  14.6AEROPARQUE AERO           
   6082024 14.8  10.5AZUL AERO                 
   6082024 17.1   2.4BAHIA BLANCA AERO         
   6082024  6.1  -1.8BARILOCHE AERO            
   6082024-10.9   -18BASE BELGRANO II          
   6082024 -7.1  -9.1BASE CARLINI (EX JUBANY)  
   6082024 -6.2 ###  BASE ESPERANZA            
   6082024  -13 ###  BASE MARAMBIO             
   6082024 -5.7 ###  BASE ORCADAS              
   6082024-18.6 ###  BASE SAN MARTIN           
   6082024 13.8   9.2BENITO JUAREZ             
   6082024 26.4  20.1BERNARDO DE IRIGOYEN AER  
   6082024 17.1  12.6BOLIVAR AERO              
   6082024   18  15.8BUENOS AIRES OBSERVATORI  
   6082024 17.8  14.6CAMPO DE MAYO AERO        
   6082024   21   4.9CATAMARCA AERO            
   6082024NA      9.9CERES AERO                
   6082024NA      8.5CHAMICAL AERO             
   6082024  7.5  -2.2CHAPELCO AERO             
   6082024 15.4   7.5CHEPES                    
   6082024 18.7   2.6CHILECITO AERO            
   6082024    7   4.9COMODORO RIVADAVIA AERO   
   6082024 21.4  17.4CONCORDIA AERO            
   6082024 18.4   2.1CORDOBA AERO              
   6082024 17.9   8.5CORDOBA OBSERVATORIO      
   6082024 16.7   9.3CORONEL SUAREZ AERO       
   6082024 30.6  18.4CORRIENTES AERO           
   6082024NA       13DOLORES AERO              
   6082024    9  -0.7EL BOLSON AERO            
   6082024  1.9    -5EL CALAFATE AERO          
   6082024   18    15EL PALOMAR AERO           
   6082024NA        2ESCUELA DE AVIACION MILI  
   6082024  5.5     1ESQUEL AERO               
   6082024 17.5  14.6EZEIZA AERO               
   6082024 29.9  20.3FORMOSA AERO              
   6082024 14.6   7.5GENERAL PICO AERO         
   6082024  4.5  -3.5GOBERNADOR GREGORES AERO  
   6082024 19.3  14.9GUALEGUAYCHU AERO         
   6082024 30.8  16.3IGUAZU AERO               
   6082024 29.2    18ITUZAINGO                 
   6082024 14.8   2.5JACHAL                    
   6082024 30.4   9.2JUJUY AERO                
   6082024 27.9   6.5JUJUY U N                 
   6082024 16.7  11.8JUNIN AERO                
   6082024   17  13.8LA PLATA AERO             
   6082024 15.2  -6.7LA QUIACA OBSERVATORIO    
   6082024 20.6   5.4LA RIOJA AERO             
   6082024 16.3   9.1LABOULAYE AERO            
   6082024 16.5  13.5LAS FLORES                
   6082024 34.9  22.8LAS LOMITAS               
   6082024 10.9   0.2MALARGUE AERO             
   6082024  6.5    -5MAQUINCHAO                
   6082024 13.7  10.2MAR DEL PLATA AERO        
   6082024 19.3  10.3MARCOS JUAREZ AERO        
   6082024NA     14.6MARIANO MORENO AERO       
   6082024 17.7   7.6MENDOZA AERO              
   6082024NA      6.6MENDOZA OBSERVATORIO      
   6082024 24.3  17.4MERCEDES AERO (CTES)      
   6082024 17.1  14.9MERLO AERO                
   6082024NA     10.4METAN                     
   6082024 23.2  17.5MONTE CASEROS AERO        
   6082024 17.3  14.2MORON AERO                
   6082024 14.7   2.8NEUQUEN AERO              
   6082024 15.5  10.4NUEVE DE JULIO            
   6082024   30    19OBERA                     
   6082024 15.2  10.2OLAVARRIA AERO            
   6082024 30.2    15ORAN AERO                 
   6082024 18.2  14.2PARANA AERO               
   6082024  5.5   3.1PASO DE INDIOS            
   6082024 25.2  18.8PASO DE LOS LIBRES AERO   
   6082024 16.1  10.1PEHUAJO AERO              
   6082024  3.4  -0.5PERITO MORENO AERO        
   6082024   15   8.6PIGUE AERO                
   6082024 16.6     9PILAR OBSERVATORIO        
   6082024 30.2  20.8POSADAS AERO              
        NANA     NA  NA                        
   6082024    5   2.8PUERTO DESEADO AERO       
   6082024  9.2   5.2PUERTO MADRYN AERO        
   6082024 16.5    13PUNTA INDIO B.A.          
   6082024 21.3  12.3RAFAELA AERO              
   6082024 22.2  14.8RECONQUISTA AERO          
   6082024 31.8  18.4RESISTENCIA AERO          
   6082024NA      6.2RIO CUARTO AERO           
   6082024  2.3  -4.9RIO GALLEGOS AERO         
   6082024  0.6    -3RIO GRANDE B.A.           
   6082024 32.5  17.8RIVADAVIA                 
   6082024   19  11.6ROSARIO AERO              
   6082024 30.3     3SALTA AERO                
   6082024NA      2.4SAN ANTONIO OESTE AERO    
   6082024 17.6  14.8SAN FERNANDO AERO         
   6082024 19.5   7.5SAN JUAN AERO             
   6082024  5.1  -1.2SAN JULIAN AERO           
   6082024 13.7   4.1SAN LUIS AERO             
   6082024 15.8   7.6SAN MARTIN (MZA)          
   6082024 13.5   5.1SAN RAFAEL AERO           
   6082024  3.5  -2.1SANTA CRUZ AERO           
   6082024   15   7.1SANTA ROSA AERO           
   6082024 13.6   1.6SANTA ROSA DE CONLARA AE  
   6082024 28.4   7.2SANTIAGO DEL ESTERO AERO  
   6082024 20.1  13.3SAUCE VIEJO AERO          
   6082024   22  12.6SUNCHALES AERO            
   6082024 15.2   9.9TANDIL AERO               
   6082024NA     16.5TARTAGAL AERO             
   6082024 26.2     5TERMAS DE RIO HONDO AERO  
   6082024   30    10TINOGASTA                 
   6082024    9   5.9TRELEW AERO               
   6082024 15.3  10.9TRENQUE LAUQUEN           
   6082024 13.5     9TRES ARROYOS              
   6082024 27.7  10.5TUCUMAN AERO              
   6082024 -0.6  -5.8USHUAIA AERO              
   6082024 11.9  -4.3USPALLATA                 
   6082024   19   9.6VENADO TUERTO AERO        
   6082024 13.7   4.3VICTORICA                 
   6082024NA      4.8VIEDMA AERO               
   6082024   21   5.1VILLA DE MARIA DEL RIO S  
   6082024 15.5   4.1VILLA DOLORES AERO        
   6082024 15.6  10.3VILLA GESELL AERO         
   6082024   14     4VILLA REYNOLDS AERO       
   5082024 15.1  12.2AEROPARQUE AERO           
   5082024 17.5  -0.2AZUL AERO                 
   5082024 21.7   4.2BAHIA BLANCA AERO         
   5082024  8.3   3.5BARILOCHE AERO            
   5082024 -4.5 ###  BASE BELGRANO II          
   5082024 -7.5 ###  BASE CARLINI (EX JUBANY)  
   5082024 -8.2 ###  BASE ESPERANZA            
   5082024-13.6 ###  BASE MARAMBIO             
   5082024-18.2 ###  BASE ORCADAS              
   5082024-18.6 ###  BASE SAN MARTIN           
   5082024 16.5   1.2BENITO JUAREZ             
   5082024 22.6  15.3BERNARDO DE IRIGOYEN AER  
   5082024   18     1BOLIVAR AERO              
   5082024 16.1  11.9BUENOS AIRES OBSERVATORI  
   5082024 15.6   6.2CAMPO DE MAYO AERO        
   5082024 28.2   9.9CATAMARCA AERO            
   5082024NA      6.7CERES AERO                
   5082024NA      6.8CHAMICAL AERO             
   5082024    9  -0.2CHAPELCO AERO             
   5082024   25     9CHEPES                    
   5082024 22.6   3.4CHILECITO AERO            
   5082024  8.3     5COMODORO RIVADAVIA AERO   
   5082024 24.9    13CONCORDIA AERO            
   5082024 21.2   1.8CORDOBA AERO              
   5082024 21.8     5CORDOBA OBSERVATORIO      
   5082024 16.6  -0.1CORONEL SUAREZ AERO       
   5082024   27  15.6CORRIENTES AERO           
   5082024NA      5.1DOLORES AERO              
   5082024 10.5   2.7EL BOLSON AERO            
   5082024  1.3  -2.5EL CALAFATE AERO          
   5082024   16     7EL PALOMAR AERO           
   5082024NA      1.8ESCUELA DE AVIACION MILI  
   5082024  8.4     1ESQUEL AERO               
   5082024 15.6   5.8EZEIZA AERO               
   5082024 27.6    17FORMOSA AERO              
   5082024   20     4GENERAL PICO AERO         
   5082024  2.2    -2GOBERNADOR GREGORES AERO  
   5082024   18   9.5GUALEGUAYCHU AERO         
   5082024 24.8  17.3IGUAZU AERO               
   5082024   26  16.5ITUZAINGO                 
   5082024   25  -1.5JACHAL                    
   5082024 24.6   8.5JUJUY AERO                
   5082024 23.4     7JUJUY U N                 
   5082024 14.7   5.3JUNIN AERO                
